version,id,percent_of_occ_limit,type,factor
v2.0.101,2944,415.00,Personal & Advertising Injury,29.84
v2.0.101,2945,415.00,Intellectual Property Infringement,14.92
v2.0.101,2946,415.00,Third Party Discriminatio,14.92
v2.0.101,2947,415.00,Contractors Pollution (Claims Made),15.30
v2.0.101,2948,415.00,Contractors Pollution (Occ),18.42
v2.0.101,2949,415.00,Sexual Abuse & Misconduct,27.90
v2.0.101,2950,415.00,Billing Errors Coverage,12.10
v2.0.101,2951,415.00,Class Action Sublimit,0.00
v2.0.101,2952,415.00,Crisis Management,9.00
v2.0.101,2953,415.00,Defense Only TCPA,21.90
v2.0.101,2954,415.00,Defense Outside Limits,29.80
v2.0.101,2955,415.00,Evacuation Expenses,9.00
v2.0.101,2956,415.00,Faulty Workmanship,63.10
v2.0.101,2957,415.00,Games of Chance / Over-Redemptio,12.10
v2.0.101,2958,415.00,HIPAA Violations,4.90
v2.0.101,2959,415.00,Open House Claim Sublimit,15.30
v2.0.101,2960,415.00,Rectification Expenses,9.00
v2.0.101,2961,415.00,Protective Indemnity,2.40
v2.0.101,2962,415.00,Mold,8.95
v2.0.101,2963,415.00,Pollutants in Transit,2.43
v2.0.101,2964,415.00,Non-Owned Disposal Site,2.43
v2.0.101,2965,415.00,Bodily injury / property damage,39.17
v2.0.101,2966,415.00,Antitrust sublimit,4.86
v2.0.101,2967,415.00,Failure to disclose pollutants,4.86
v2.0.101,2968,415.00,FCRA defense only sublimit,21.87
v2.0.101,2969,415.00,Pollution liability,18.65
v2.0.101,2970,415.00,Technology Coverage Extensio,15.35
v2.0.101,2971,415.00,Bodily Inury (Emotional Distress),18.65
v2.0.101,2972,415.00,Network security & privacy,8.95
v2.0.101,2973,415.00,Defamation Exclusion and Sublimit,7.03
v2.0.101,2974,415.00,InvasionPrivacyExclusionSublimit,7.03
v2.0.101,2975,415.00,Media activities,16.63
v2.0.101,2976,420.00,Bodily Injury,37.58
v2.0.101,2977,420.00,Property Damage,15.03
v2.0.101,2978,420.00,Breach of Contract,15.03
v2.0.101,2979,420.00,Personal & Advertising Injury,30.07
v2.0.101,2980,420.00,Intellectual Property Infringement,15.03
v2.0.101,2981,420.00,Third Party Discriminatio,15.03
v2.0.101,2982,420.00,Contractors Pollution (Claims Made),15.40
v2.0.101,2983,420.00,Contractors Pollution (Occ),18.52
v2.0.101,2984,420.00,Sexual Abuse & Misconduct,28.00
v2.0.101,2985,420.00,Billing Errors Coverage,12.20
v2.0.101,2986,420.00,Class Action Sublimit,0.00
v2.0.101,2987,420.00,Crisis Management,9.00
v2.0.101,2988,420.00,Defense Only TCPA,22.00
v2.0.101,2989,420.00,Defense Outside Limits,30.10
v2.0.101,2990,420.00,Evacuation Expenses,9.00
v2.0.101,2991,420.00,Faulty Workmanship,63.50
v2.0.101,2992,420.00,Games of Chance / Over-Redemptio,12.20
v2.0.101,2993,420.00,HIPAA Violations,4.90
v2.0.101,2994,420.00,Open House Claim Sublimit,15.40
v2.0.101,2995,420.00,Rectification Expenses,9.00
v2.0.101,2996,420.00,Protective Indemnity,2.40
v2.0.101,2997,420.00,Mold,9.00
v2.0.101,2998,420.00,Pollutants in Transit,2.44
v2.0.101,2999,420.00,Non-Owned Disposal Site,2.44
v2.0.101,3000,420.00,Bodily injury / property damage,39.46
v2.0.101,3001,420.00,Antitrust sublimit,4.89
v2.0.101,3002,420.00,Failure to disclose pollutants,4.89
v2.0.101,3003,420.00,FCRA defense only sublimit,21.99
v2.0.101,3004,420.00,Pollution liability,18.79
v2.0.101,3005,420.00,Technology Coverage Extensio,15.44
v2.0.101,3006,420.00,Bodily Inury (Emotional Distress),18.79
v2.0.101,3007,420.00,Network security & privacy,9.00
v2.0.101,3008,420.00,Defamation Exclusion and Sublimit,7.14
v2.0.101,3009,420.00,InvasionPrivacyExclusionSublimit,7.14
v2.0.101,3010,420.00,Media activities,16.72
v2.0.101,3011,425.00,Bodily Injury,37.86
v2.0.101,3012,425.00,Property Damage,15.15
v2.0.101,3013,425.00,Breach of Contract,15.15
v2.0.101,3014,425.00,Personal & Advertising Injury,30.29
v2.0.101,3015,425.00,Intellectual Property Infringement,15.15
v2.0.101,3016,425.00,Third Party Discriminatio,15.15
v2.0.101,3017,425.00,Contractors Pollution (Claims Made),15.50
v2.0.101,3018,425.00,Contractors Pollution (Occ),18.63
v2.0.101,3019,425.00,Sexual Abuse & Misconduct,28.00
v2.0.101,3020,425.00,Billing Errors Coverage,12.30
v2.0.101,3021,425.00,Class Action Sublimit,0.00
v2.0.101,3022,425.00,Crisis Management,9.10
v2.0.101,3023,425.00,Defense Only TCPA,22.10
v2.0.101,3024,425.00,Defense Outside Limits,30.30
v2.0.101,3025,425.00,Evacuation Expenses,9.10
v2.0.101,3026,425.00,Faulty Workmanship,63.90
v2.0.101,3027,425.00,Games of Chance / Over-Redemptio,12.30
v2.0.101,3028,425.00,HIPAA Violations,4.90
v2.0.101,3029,425.00,Open House Claim Sublimit,15.50
v2.0.101,3030,425.00,Rectification Expenses,9.10
v2.0.101,3031,425.00,Protective Indemnity,2.50
v2.0.101,3032,425.00,Mold,9.06
v2.0.101,3033,425.00,Pollutants in Transit,2.46
v2.0.101,3034,425.00,Non-Owned Disposal Site,2.46
v2.0.101,3035,425.00,Bodily injury / property damage,39.76
v2.0.101,3036,425.00,Antitrust sublimit,4.92
v2.0.101,3037,425.00,Failure to disclose pollutants,4.92
v2.0.101,3038,425.00,FCRA defense only sublimit,22.12
v2.0.101,3039,425.00,Pollution liability,18.93
v2.0.101,3040,425.00,Technology Coverage Extensio,15.53
v2.0.101,3041,425.00,Bodily Inury (Emotional Distress),18.93
v2.0.101,3042,425.00,Network security & privacy,9.06
v2.0.101,3043,425.00,Defamation Exclusion and Sublimit,7.25
v2.0.101,3044,425.00,InvasionPrivacyExclusionSublimit,7.25
v2.0.101,3045,425.00,Media activities,16.82
v2.0.101,3046,430.00,Bodily Injury,38.14
v2.0.101,3047,430.00,Property Damage,15.26
v2.0.101,3048,430.00,Breach of Contract,15.26
v2.0.101,3049,430.00,Personal & Advertising Injury,30.51
v2.0.101,3050,430.00,Intellectual Property Infringement,15.26
v2.0.101,3051,430.00,Third Party Discriminatio,15.26
v2.0.101,3052,430.00,Contractors Pollution (Claims Made),15.60
v2.0.101,3053,430.00,Contractors Pollution (Occ),18.74
v2.0.101,3054,430.00,Sexual Abuse & Misconduct,28.10
v2.0.101,3055,430.00,Billing Errors Coverage,12.40
v2.0.101,3056,430.00,Class Action Sublimit,0.00
v2.0.101,3057,430.00,Crisis Management,9.10
v2.0.101,3058,430.00,Defense Only TCPA,22.20
v2.0.101,3059,430.00,Defense Outside Limits,30.50
v2.0.101,3060,430.00,Evacuation Expenses,9.10
v2.0.101,3061,430.00,Faulty Workmanship,64.20
v2.0.101,3062,430.00,Games of Chance / Over-Redemptio,12.40
v2.0.101,3063,430.00,HIPAA Violations,4.90
v2.0.101,3064,430.00,Open House Claim Sublimit,15.60
v2.0.101,3065,430.00,Rectification Expenses,9.10
v2.0.101,3066,430.00,Protective Indemnity,2.50
v2.0.101,3067,430.00,Mold,9.11
v2.0.101,3068,430.00,Pollutants in Transit,2.47
v2.0.101,3069,430.00,Non-Owned Disposal Site,2.47
v2.0.101,3070,430.00,Bodily injury / property damage,40.05
v2.0.101,3071,430.00,Antitrust sublimit,4.94
v2.0.101,3072,430.00,Failure to disclose pollutants,4.94
v2.0.101,3073,430.00,FCRA defense only sublimit,22.25
v2.0.101,3074,430.00,Pollution liability,19.07
v2.0.101,3075,430.00,Technology Coverage Extensio,15.62
v2.0.101,3076,430.00,Bodily Inury (Emotional Distress),19.07
v2.0.101,3077,430.00,Network security & privacy,9.11
v2.0.101,3078,430.00,Defamation Exclusion and Sublimit,7.36
v2.0.101,3079,430.00,InvasionPrivacyExclusionSublimit,7.36
v2.0.101,3080,430.00,Media activities,16.92
v2.0.101,3081,435.00,Bodily Injury,38.42
v2.0.101,3082,435.00,Property Damage,15.37
v2.0.101,3083,435.00,Breach of Contract,15.37
v2.0.101,3084,435.00,Personal & Advertising Injury,30.74
v2.0.101,3085,435.00,Intellectual Property Infringement,15.37
v2.0.101,3086,435.00,Third Party Discriminatio,15.37
v2.0.101,3087,435.00,Contractors Pollution (Claims Made),15.70
v2.0.101,3088,435.00,Contractors Pollution (Occ),18.85
v2.0.101,3089,435.00,Sexual Abuse & Misconduct,28.10
v2.0.101,3090,435.00,Billing Errors Coverage,12.40
v2.0.101,3091,435.00,Class Action Sublimit,0.00
v2.0.101,3092,435.00,Crisis Management,9.20
v2.0.101,3093,435.00,Defense Only TCPA,22.40
v2.0.101,3094,435.00,Defense Outside Limits,30.70
v2.0.101,3095,435.00,Evacuation Expenses,9.20
v2.0.101,3096,435.00,Faulty Workmanship,64.60
v2.0.101,3097,435.00,Games of Chance / Over-Redemptio,12.40
v2.0.101,3098,435.00,HIPAA Violations,5.00
v2.0.101,3099,435.00,Open House Claim Sublimit,15.70
v2.0.101,3100,435.00,Rectification Expenses,9.20
v2.0.101,3101,435.00,Protective Indemnity,2.50
v2.0.101,3102,435.00,Mold,9.16
v2.0.101,3103,435.00,Pollutants in Transit,2.49
v2.0.101,3104,435.00,Non-Owned Disposal Site,2.49
v2.0.101,3105,435.00,Bodily injury / property damage,40.34
v2.0.101,3106,435.00,Antitrust sublimit,4.97
v2.0.101,3107,435.00,Failure to disclose pollutants,4.97
v2.0.101,3108,435.00,FCRA defense only sublimit,22.37
v2.0.101,3109,435.00,Pollution liability,19.21
v2.0.101,3110,435.00,Technology Coverage Extensio,15.70
v2.0.101,3111,435.00,Bodily Inury (Emotional Distress),19.21
v2.0.101,3112,435.00,Network security & privacy,9.16
v2.0.101,3113,435.00,Defamation Exclusion and Sublimit,7.47
v2.0.101,3114,435.00,InvasionPrivacyExclusionSublimit,7.47
v2.0.101,3115,435.00,Media activities,17.01
v2.0.101,3116,440.00,Bodily Injury,38.70
v2.0.101,3117,440.00,Property Damage,15.48
v2.0.101,3118,440.00,Breach of Contract,15.48
v2.0.101,3119,440.00,Personal & Advertising Injury,30.96
v2.0.101,3120,440.00,Intellectual Property Infringement,15.48
v2.0.101,3121,440.00,Third Party Discriminatio,15.48
v2.0.101,3122,440.00,Contractors Pollution (Claims Made),15.80
v2.0.101,3123,440.00,Contractors Pollution (Occ),18.95
v2.0.101,3124,440.00,Sexual Abuse & Misconduct,28.20
v2.0.101,3125,440.00,Billing Errors Coverage,12.50
v2.0.101,3126,440.00,Class Action Sublimit,0.00
v2.0.101,3127,440.00,Crisis Management,9.20
v2.0.101,3128,440.00,Defense Only TCPA,22.50
v2.0.101,3129,440.00,Defense Outside Limits,31.00
v2.0.101,3130,440.00,Evacuation Expenses,9.20
v2.0.101,3131,440.00,Faulty Workmanship,65.00
v2.0.101,3132,440.00,Games of Chance / Over-Redemptio,12.50
v2.0.101,3133,440.00,HIPAA Violations,5.00
v2.0.101,3134,440.00,Open House Claim Sublimit,15.80
v2.0.101,3135,440.00,Rectification Expenses,9.20
v2.0.101,3136,440.00,Protective Indemnity,2.50
v2.0.101,3137,440.00,Mold,9.21
v2.0.101,3138,440.00,Pollutants in Transit,2.50
v2.0.101,3139,440.00,Non-Owned Disposal Site,2.50
v2.0.101,3140,440.00,Bodily injury / property damage,40.63
v2.0.101,3141,440.00,Antitrust sublimit,5.00
v2.0.101,3142,440.00,Failure to disclose pollutants,5.00
v2.0.101,3143,440.00,FCRA defense only sublimit,22.50
v2.0.101,3144,440.00,Pollution liability,19.35
v2.0.101,3145,440.00,Technology Coverage Extensio,15.79
v2.0.101,3146,440.00,Bodily Inury (Emotional Distress),19.35
v2.0.101,3147,440.00,Network security & privacy,9.21
v2.0.101,3148,440.00,Defamation Exclusion and Sublimit,7.58
v2.0.101,3149,440.00,InvasionPrivacyExclusionSublimit,7.58
v2.0.101,3150,440.00,Media activities,17.11
v2.0.101,3151,445.00,Bodily Injury,38.98
v2.0.101,3152,445.00,Property Damage,15.59
v2.0.101,3153,445.00,Breach of Contract,15.59
v2.0.101,3154,445.00,Personal & Advertising Injury,31.18
v2.0.101,3155,445.00,Intellectual Property Infringement,15.59
v2.0.101,3156,445.00,Third Party Discriminatio,15.59
v2.0.101,3157,445.00,Contractors Pollution (Claims Made),15.90
v2.0.101,3158,445.00,Contractors Pollution (Occ),19.06
v2.0.101,3159,445.00,Sexual Abuse & Misconduct,28.20
v2.0.101,3160,445.00,Billing Errors Coverage,12.60
v2.0.101,3161,445.00,Class Action Sublimit,0.00
v2.0.101,3162,445.00,Crisis Management,9.30
v2.0.101,3163,445.00,Defense Only TCPA,22.60
v2.0.101,3164,445.00,Defense Outside Limits,31.20
v2.0.101,3165,445.00,Evacuation Expenses,9.30
v2.0.101,3166,445.00,Faulty Workmanship,65.30
v2.0.101,3167,445.00,Games of Chance / Over-Redemptio,12.60
v2.0.101,3168,445.00,HIPAA Violations,5.00
v2.0.101,3169,445.00,Open House Claim Sublimit,15.90
v2.0.101,3170,445.00,Rectification Expenses,9.30
v2.0.101,3171,445.00,Protective Indemnity,2.50
v2.0.101,3172,445.00,Mold,9.27
v2.0.101,3173,445.00,Pollutants in Transit,2.51
v2.0.101,3174,445.00,Non-Owned Disposal Site,2.51
v2.0.101,3175,445.00,Bodily injury / property damage,40.93
v2.0.101,3176,445.00,Antitrust sublimit,5.03
v2.0.101,3177,445.00,Failure to disclose pollutants,5.03
v2.0.101,3178,445.00,FCRA defense only sublimit,22.63
v2.0.101,3179,445.00,Pollution liability,19.49
v2.0.101,3180,445.00,Technology Coverage Extensio,15.88
v2.0.101,3181,445.00,Bodily Inury (Emotional Distress),19.49
v2.0.101,3182,445.00,Network security & privacy,9.27
v2.0.101,3183,445.00,Defamation Exclusion and Sublimit,7.70
v2.0.101,3184,445.00,InvasionPrivacyExclusionSublimit,7.70
v2.0.101,3185,445.00,Media activities,17.21
v2.0.101,3186,450.00,Bodily Injury,39.26
v2.0.101,3187,450.00,Property Damage,15.70
v2.0.101,3188,450.00,Breach of Contract,15.70
v2.0.101,3189,450.00,Personal & Advertising Injury,31.41
v2.0.101,3190,450.00,Intellectual Property Infringement,15.70
v2.0.101,3191,450.00,Third Party Discriminatio,15.70
v2.0.101,3192,450.00,Contractors Pollution (Claims Made),16.00
v2.0.101,3193,450.00,Contractors Pollution (Occ),19.17
v2.0.101,3194,450.00,Sexual Abuse & Misconduct,28.30
v2.0.101,3195,450.00,Billing Errors Coverage,12.60
v2.0.101,3196,450.00,Class Action Sublimit,0.00
v2.0.101,3197,450.00,Crisis Management,9.30
v2.0.101,3198,450.00,Defense Only TCPA,22.80
v2.0.101,3199,450.00,Defense Outside Limits,31.40
v2.0.101,3200,450.00,Evacuation Expenses,9.30
v2.0.101,3201,450.00,Faulty Workmanship,65.70
v2.0.101,3202,450.00,Games of Chance / Over-Redemptio,12.60
v2.0.101,3203,450.00,HIPAA Violations,5.10
v2.0.101,3204,450.00,Open House Claim Sublimit,16.00
v2.0.101,3205,450.00,Rectification Expenses,9.30
v2.0.101,3206,450.00,Protective Indemnity,2.50
v2.0.101,3207,450.00,Mold,9.32
v2.0.101,3208,450.00,Pollutants in Transit,2.53
v2.0.101,3209,450.00,Non-Owned Disposal Site,2.53
v2.0.101,3210,450.00,Bodily injury / property damage,41.22
v2.0.101,3211,450.00,Antitrust sublimit,5.06
v2.0.101,3212,450.00,Failure to disclose pollutants,5.06
v2.0.101,3213,450.00,FCRA defense only sublimit,22.76
v2.0.101,3214,450.00,Pollution liability,19.63
v2.0.101,3215,450.00,Technology Coverage Extensio,15.97
v2.0.101,3216,450.00,Bodily Inury (Emotional Distress),19.63
v2.0.101,3217,450.00,Network security & privacy,9.32
v2.0.101,3218,450.00,Defamation Exclusion and Sublimit,7.81
v2.0.101,3219,450.00,InvasionPrivacyExclusionSublimit,7.81
v2.0.101,3220,450.00,Media activities,17.30
v2.0.101,3221,455.00,Bodily Injury,39.54
v2.0.101,3222,455.00,Property Damage,15.81
v2.0.101,3223,455.00,Breach of Contract,15.81
v2.0.101,3224,455.00,Personal & Advertising Injury,31.63
v2.0.101,3225,455.00,Intellectual Property Infringement,15.81
v2.0.101,3226,455.00,Third Party Discriminatio,15.81
v2.0.101,3227,455.00,Contractors Pollution (Claims Made),16.10
v2.0.101,3228,455.00,Contractors Pollution (Occ),19.27
v2.0.101,3229,455.00,Sexual Abuse & Misconduct,28.30
v2.0.101,3230,455.00,Billing Errors Coverage,12.70
v2.0.101,3231,455.00,Class Action Sublimit,0.00
v2.0.101,3232,455.00,Crisis Management,9.40
v2.0.101,3233,455.00,Defense Only TCPA,22.90
v2.0.101,3234,455.00,Defense Outside Limits,31.60
v2.0.101,3235,455.00,Evacuation Expenses,9.40
v2.0.101,3236,455.00,Faulty Workmanship,66.10
v2.0.101,3237,455.00,Games of Chance / Over-Redemptio,12.70
v2.0.101,3238,455.00,HIPAA Violations,5.10
v2.0.101,3239,455.00,Open House Claim Sublimit,16.10
v2.0.101,3240,455.00,Rectification Expenses,9.40
v2.0.101,3241,455.00,Protective Indemnity,2.50
v2.0.101,3242,455.00,Mold,9.37
v2.0.101,3243,455.00,Pollutants in Transit,2.54
v2.0.101,3244,455.00,Non-Owned Disposal Site,2.54
v2.0.101,3245,455.00,Bodily injury / property damage,41.51
v2.0.101,3246,455.00,Antitrust sublimit,5.09
v2.0.101,3247,455.00,Failure to disclose pollutants,5.09
v2.0.101,3248,455.00,FCRA defense only sublimit,22.88
v2.0.101,3249,455.00,Pollution liability,19.77
v2.0.101,3250,455.00,Technology Coverage Extensio,16.06
v2.0.101,3251,455.00,Bodily Inury (Emotional Distress),19.77
v2.0.101,3252,455.00,Network security & privacy,9.37
v2.0.101,3253,455.00,Defamation Exclusion and Sublimit,7.92
v2.0.101,3254,455.00,InvasionPrivacyExclusionSublimit,7.92
v2.0.101,3255,455.00,Media activities,17.40
v2.0.101,3256,460.00,Bodily Injury,39.81
v2.0.101,3257,460.00,Property Damage,15.93
v2.0.101,3258,460.00,Breach of Contract,15.93
v2.0.101,3259,460.00,Personal & Advertising Injury,31.85
v2.0.101,3260,460.00,Intellectual Property Infringement,15.93
v2.0.101,3261,460.00,Third Party Discriminatio,15.93
v2.0.101,3262,460.00,Contractors Pollution (Claims Made),16.20
v2.0.101,3263,460.00,Contractors Pollution (Occ),19.38
v2.0.101,3264,460.00,Sexual Abuse & Misconduct,28.40
v2.0.101,3265,460.00,Billing Errors Coverage,12.80
v2.0.101,3266,460.00,Class Action Sublimit,0.00
v2.0.101,3267,460.00,Crisis Management,9.40
v2.0.101,3268,460.00,Defense Only TCPA,23.00
v2.0.101,3269,460.00,Defense Outside Limits,31.90
v2.0.101,3270,460.00,Evacuation Expenses,9.40
v2.0.101,3271,460.00,Faulty Workmanship,66.40
v2.0.101,3272,460.00,Games of Chance / Over-Redemptio,12.80
v2.0.101,3273,460.00,HIPAA Violations,5.10
v2.0.101,3274,460.00,Open House Claim Sublimit,16.20
v2.0.101,3275,460.00,Rectification Expenses,9.40
v2.0.101,3276,460.00,Protective Indemnity,2.60
v2.0.101,3277,460.00,Mold,9.42
v2.0.101,3278,460.00,Pollutants in Transit,2.56
v2.0.101,3279,460.00,Non-Owned Disposal Site,2.56
v2.0.101,3280,460.00,Bodily injury / property damage,41.81
v2.0.101,3281,460.00,Antitrust sublimit,5.11
v2.0.101,3282,460.00,Failure to disclose pollutants,5.11
v2.0.101,3283,460.00,FCRA defense only sublimit,23.01
v2.0.101,3284,460.00,Pollution liability,19.91
v2.0.101,3285,460.00,Technology Coverage Extensio,16.15
v2.0.101,3286,460.00,Bodily Inury (Emotional Distress),19.91
v2.0.101,3287,460.00,Network security & privacy,9.42
v2.0.101,3288,460.00,Defamation Exclusion and Sublimit,8.03
v2.0.101,3289,460.00,InvasionPrivacyExclusionSublimit,8.03
v2.0.101,3290,460.00,Media activities,17.50
v2.0.101,3291,465.00,Bodily Injury,40.09
v2.0.101,3292,465.00,Property Damage,16.04
v2.0.101,3293,465.00,Breach of Contract,16.04
v2.0.101,3294,465.00,Personal & Advertising Injury,32.07
v2.0.101,3295,465.00,Intellectual Property Infringement,16.04
v2.0.101,3296,465.00,Third Party Discriminatio,16.04
v2.0.101,3297,465.00,Contractors Pollution (Claims Made),16.20
v2.0.101,3298,465.00,Contractors Pollution (Occ),19.49
v2.0.101,3299,465.00,Sexual Abuse & Misconduct,28.40
v2.0.101,3300,465.00,Billing Errors Coverage,12.90
v2.0.101,3301,465.00,Class Action Sublimit,0.00
v2.0.101,3302,465.00,Crisis Management,9.50
v2.0.101,3303,465.00,Defense Only TCPA,23.10
v2.0.101,3304,465.00,Defense Outside Limits,32.10
v2.0.101,3305,465.00,Evacuation Expenses,9.50
v2.0.101,3306,465.00,Faulty Workmanship,66.80
v2.0.101,3307,465.00,Games of Chance / Over-Redemptio,12.90
v2.0.101,3308,465.00,HIPAA Violations,5.10
v2.0.101,3309,465.00,Open House Claim Sublimit,16.20
v2.0.101,3310,465.00,Rectification Expenses,9.50
v2.0.101,3311,465.00,Protective Indemnity,2.60
v2.0.101,3312,465.00,Mold,9.47
v2.0.101,3313,465.00,Pollutants in Transit,2.57
v2.0.101,3314,465.00,Non-Owned Disposal Site,2.57
v2.0.101,3315,465.00,Bodily injury / property damage,42.10
v2.0.101,3316,465.00,Antitrust sublimit,5.14
v2.0.101,3317,465.00,Failure to disclose pollutants,5.14
v2.0.101,3318,465.00,FCRA defense only sublimit,23.14
v2.0.101,3319,465.00,Pollution liability,20.05
v2.0.101,3320,465.00,Technology Coverage Extensio,16.24
v2.0.101,3321,465.00,Bodily Inury (Emotional Distress),20.05
v2.0.101,3322,465.00,Network security & privacy,9.47
v2.0.101,3323,465.00,Defamation Exclusion and Sublimit,8.14
v2.0.101,3324,465.00,InvasionPrivacyExclusionSublimit,8.14
v2.0.101,3325,465.00,Media activities,17.59
v2.0.101,3326,470.00,Bodily Injury,40.37
v2.0.101,3327,470.00,Property Damage,16.15
v2.0.101,3328,470.00,Breach of Contract,16.15
v2.0.101,3329,470.00,Personal & Advertising Injury,32.30
v2.0.101,3330,470.00,Intellectual Property Infringement,16.15
v2.0.101,3331,470.00,Third Party Discriminatio,16.15
v2.0.101,3332,470.00,Contractors Pollution (Claims Made),16.30
v2.0.101,3333,470.00,Contractors Pollution (Occ),19.60
v2.0.101,3334,470.00,Sexual Abuse & Misconduct,28.50
v2.0.101,3335,470.00,Billing Errors Coverage,12.90
v2.0.101,3336,470.00,Class Action Sublimit,0.00
v2.0.101,3337,470.00,Crisis Management,9.50
v2.0.101,3338,470.00,Defense Only TCPA,23.30
v2.0.101,3339,470.00,Defense Outside Limits,32.30
v2.0.101,3340,470.00,Evacuation Expenses,9.50
v2.0.101,3341,470.00,Faulty Workmanship,67.20
v2.0.101,3342,470.00,Games of Chance / Over-Redemptio,12.90
v2.0.101,3343,470.00,HIPAA Violations,5.20
v2.0.101,3344,470.00,Open House Claim Sublimit,16.30
v2.0.101,3345,470.00,Rectification Expenses,9.50
v2.0.101,3346,470.00,Protective Indemnity,2.60
v2.0.101,3347,470.00,Mold,9.53
v2.0.101,3348,470.00,Pollutants in Transit,2.58
v2.0.101,3349,470.00,Non-Owned Disposal Site,2.58
v2.0.101,3350,470.00,Bodily injury / property damage,42.39
v2.0.101,3351,470.00,Antitrust sublimit,5.17
v2.0.101,3352,470.00,Failure to disclose pollutants,5.17
v2.0.101,3353,470.00,FCRA defense only sublimit,23.26
v2.0.101,3354,470.00,Pollution liability,20.19
v2.0.101,3355,470.00,Technology Coverage Extensio,16.33
v2.0.101,3356,470.00,Bodily Inury (Emotional Distress),20.19
v2.0.101,3357,470.00,Network security & privacy,9.53
v2.0.101,3358,470.00,Defamation Exclusion and Sublimit,8.25
v2.0.101,3359,470.00,InvasionPrivacyExclusionSublimit,8.25
v2.0.101,3360,470.00,Media activities,17.69
v2.0.101,3361,475.00,Bodily Injury,40.65
v2.0.101,3362,475.00,Property Damage,16.26
v2.0.101,3363,475.00,Breach of Contract,16.26
v2.0.101,3364,475.00,Personal & Advertising Injury,32.52
v2.0.101,3365,475.00,Intellectual Property Infringement,16.26
v2.0.101,3366,475.00,Third Party Discriminatio,16.26
v2.0.101,3367,475.00,Contractors Pollution (Claims Made),16.40
v2.0.101,3368,475.00,Contractors Pollution (Occ),19.70
v2.0.101,3369,475.00,Sexual Abuse & Misconduct,28.50
v2.0.101,3370,475.00,Billing Errors Coverage,13.00
v2.0.101,3371,475.00,Class Action Sublimit,0.00
v2.0.101,3372,475.00,Crisis Management,9.60
v2.0.101,3373,475.00,Defense Only TCPA,23.40
v2.0.101,3374,475.00,Defense Outside Limits,32.50
v2.0.101,3375,475.00,Evacuation Expenses,9.60
v2.0.101,3376,475.00,Faulty Workmanship,67.50
v2.0.101,3377,475.00,Games of Chance / Over-Redemptio,13.00
v2.0.101,3378,475.00,HIPAA Violations,5.20
v2.0.101,3379,475.00,Open House Claim Sublimit,16.40
v2.0.101,3380,475.00,Rectification Expenses,9.60
v2.0.101,3381,475.00,Protective Indemnity,2.60
v2.0.101,3382,475.00,Mold,9.58
v2.0.101,3383,475.00,Pollutants in Transit,2.60
v2.0.101,3384,475.00,Non-Owned Disposal Site,2.60
v2.0.101,3385,475.00,Bodily injury / property damage,42.68
v2.0.101,3386,475.00,Antitrust sublimit,5.20
v2.0.101,3387,475.00,Failure to disclose pollutants,5.20
v2.0.101,3388,475.00,FCRA defense only sublimit,23.39
v2.0.101,3389,475.00,Pollution liability,20.33
v2.0.101,3390,475.00,Technology Coverage Extensio,16.42
v2.0.101,3391,475.00,Bodily Inury (Emotional Distress),20.33
v2.0.101,3392,475.00,Network security & privacy,9.58
v2.0.101,3393,475.00,Defamation Exclusion and Sublimit,8.36
v2.0.101,3394,475.00,InvasionPrivacyExclusionSublimit,8.36
v2.0.101,3395,475.00,Media activities,17.79
v2.0.101,3396,480.00,Bodily Injury,40.93
v2.0.101,3397,480.00,Property Damage,16.37
v2.0.101,3398,480.00,Breach of Contract,16.37
v2.0.101,3399,480.00,Personal & Advertising Injury,32.74
v2.0.101,3400,480.00,Intellectual Property Infringement,16.37
v2.0.101,3401,480.00,Third Party Discriminatio,16.37
v2.0.101,3402,480.00,Contractors Pollution (Claims Made),16.50
v2.0.101,3403,480.00,Contractors Pollution (Occ),19.81
v2.0.101,3404,480.00,Sexual Abuse & Misconduct,28.60
v2.0.101,3405,480.00,Billing Errors Coverage,13.10
v2.0.101,3406,480.00,Class Action Sublimit,0.00
v2.0.101,3407,480.00,Crisis Management,9.60
v2.0.101,3408,480.00,Defense Only TCPA,23.50
v2.0.101,3409,480.00,Defense Outside Limits,32.70
v2.0.101,3410,480.00,Evacuation Expenses,9.60
v2.0.101,3411,480.00,Faulty Workmanship,67.90
v2.0.101,3412,480.00,Games of Chance / Over-Redemptio,13.10
v2.0.101,3413,480.00,HIPAA Violations,5.20
v2.0.101,3414,480.00,Open House Claim Sublimit,16.50
v2.0.101,3415,480.00,Rectification Expenses,9.60
v2.0.101,3416,480.00,Protective Indemnity,2.60
v2.0.101,3417,480.00,Mold,9.63
v2.0.101,3418,480.00,Pollutants in Transit,2.61
v2.0.101,3419,480.00,Non-Owned Disposal Site,2.61
v2.0.101,3420,480.00,Bodily injury / property damage,42.98
v2.0.101,3421,480.00,Antitrust sublimit,5.23
v2.0.101,3422,480.00,Failure to disclose pollutants,5.23
v2.0.101,3423,480.00,FCRA defense only sublimit,23.52
v2.0.101,3424,480.00,Pollution liability,20.46
v2.0.101,3425,480.00,Technology Coverage Extensio,16.51
v2.0.101,3426,480.00,Bodily Inury (Emotional Distress),20.46
v2.0.101,3427,480.00,Network security & privacy,9.63
v2.0.101,3428,480.00,Defamation Exclusion and Sublimit,8.48
